WellID,CompletionID,API_UWI,Unformatted_API_UWI,WellName,WellboreId,ProducingMonth,TotalProdMonths,TotalCompletionMonths,ProducingDays,Prod_BOE,Prod_MCFE,LiquidsProd_BBL,GasProd_MCF,WaterProd_BBL,RepGasProd_MCF,CDProd_BOEPerDAY,CDProd_MCFEPerDAY,CDLiquids_BBLPerDAY,CDGas_MCFPerDAY,CDWater_BBLPerDAY,CDRepGas_MCFPerDAY,PDProd_BOEPerDAY,PDProd_MCFEPerDAY,PDLiquids_BBLPerDAY,PDGas_MCFPerDAY,PDWater_BBLPerDAY,PDRepGas_MCFPerDAY,CumProd_BOE,CumProd_MCFE,CumLiquids_BBL,CumGas_MCF,CumWater_BBL,CumRepGas_MCF,ProductionReportedMethod,ProducingOperator,InjectionGas_MCF,InjectionSolvent_BBL,InjectionSteam_BBL,InjectionWater_BBL,InjectionOther_BBL,CalendarDayInjectionWater_BBLPerDAY,CalendarDayInjectionSteam_BBLPerDAY,CalendarDayInjectionSolvent_BBLPerDAY,CalendarDayInjectionGas_MCFPerDAY,CalendarDayInjectionOther_BBLPerDAY,ENVProdID
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-02-01,11,11,28,18883,113296,9759,54742,74339,54742,674,4046,349,1955,2655,1955,674,4046,349,1955,2655,1955,270746,1624473,139156,789537,1268045,789537,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-03-01,12,12,31,19607,117640,9949,57946,71934,57946,632,3795,321,1869,2320,1869,632,3795,321,1869,2320,1869,290352,1742113,149105,847483,1339980,847483,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-04-01,13,13,30,18779,112675,9343,56617,64002,56617,626,3756,311,1887,2133,1887,626,3756,311,1887,2133,1887,309131,1854788,158448,904100,1403982,904100,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-05-01,14,14,31,18570,111419,9132,56627,59270,56627,599,3594,295,1827,1912,1827,599,3594,295,1827,1912,1827,327701,1966207,167580,960727,1463251,960727,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-06-01,15,15,30,17466,104794,8511,53728,52336,53728,582,3493,284,1791,1745,1791,582,3493,284,1791,1745,1791,345167,2071001,176091,1014455,1515587,1014455,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-07-01,16,16,31,17063,102379,8137,53557,47407,53557,550,3303,262,1728,1529,1728,550,3303,262,1728,1529,1728,362230,2173380,184228,1068012,1562994,1068012,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-08-01,17,17,31,15342,92052,7602,46440,41925,46440,495,2969,245,1498,1352,1498,495,2969,245,1498,1352,1498,377572,2265432,191830,1114452,1604920,1114452,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-09-01,18,18,30,14136,84817,7004,42793,36597,42793,471,2827,233,1426,1220,1426,471,2827,233,1426,1220,1426,391708,2350249,198834,1157245,1641516,1157245,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-10-01,19,19,31,13018,78110,6862,36938,33971,36938,420,2520,221,1192,1096,1192,420,2520,221,1192,1096,1192,404727,2428359,205696,1194183,1675488,1194183,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-11-01,20,20,30,12556,75336,6309,37482,29592,37482,419,2511,210,1249,986,1249,419,2511,210,1249,986,1249,417283,2503695,212005,1231665,1705079,1231665,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2019-12-01,21,21,31,12582,75494,5802,40682,25784,40682,406,2435,187,1312,832,1312,406,2435,187,1312,832,1312,429865,2579189,217807,1272347,1730863,1272347,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-01-01,22,22,31,12211,73266,5797,38484,24386,38484,394,2363,187,1241,787,1241,394,2363,187,1241,787,1241,442076,2652455,223604,1310831,1755250,1310831,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-02-01,23,23,29,11811,70864,5570,37444,22219,37444,407,2444,192,1291,766,1291,407,2444,192,1291,766,1291,453887,2723319,229174,1348275,1777469,1348275,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-03-01,24,24,31,12135,72808,5454,40084,20632,40084,391,2349,176,1293,666,1293,391,2349,176,1293,666,1293,466021,2796127,234628,1388359,1798100,1388359,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-04-01,25,25,30,10761,64564,4906,35128,17583,35128,359,2152,164,1171,586,1171,359,2152,164,1171,586,1171,476782,2860691,239534,1423487,1815684,1423487,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-05-01,26,26,31,10362,62173,4780,33493,16232,33493,334,2006,154,1080,524,1080,334,2006,154,1080,524,1080,487144,2922864,244314,1456980,1831915,1456980,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-06-01,27,27,30,9688,58130,4507,31088,14500,31088,323,1938,150,1036,483,1036,323,1938,150,1036,483,1036,496832,2980994,248821,1488068,1846415,1488068,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-07-01,28,28,31,9719,58315,4414,31831,13455,31831,314,1881,142,1027,434,1027,314,1881,142,1027,434,1027,506552,3039309,253235,1519899,1859870,1519899,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-08-01,29,29,31,9640,57839,4321,31913,12468,31913,311,1866,139,1029,402,1029,311,1866,139,1029,402,1029,516191,3097148,257556,1551812,1872338,1551812,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-09-01,30,30,30,9498,56988,4360,30828,11919,30828,317,1900,145,1028,397,1028,317,1900,145,1028,397,1028,525689,3154136,261916,1582640,1884257,1582640,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-10-01,31,31,31,8659,51954,3875,28704,10037,28704,279,1676,125,926,324,926,279,1676,125,926,324,926,534348,3206090,265791,1611344,1894294,1611344,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-11-01,32,32,30,9224,55345,4007,31303,9833,31303,307,1845,134,1043,328,1043,307,1845,134,1043,328,1043,543573,3261435,269798,1642647,1904127,1642647,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2020-12-01,33,33,31,9135,54809,4150,29909,9649,29909,295,1768,134,965,311,965,295,1768,134,965,311,965,552707,3316244,273948,1672556,1913776,1672556,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-01-01,34,34,31,8842,53054,4005,29024,8815,29024,285,1711,129,936,284,936,285,1711,129,936,284,936,561550,3369298,277953,1701580,1922591,1701580,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-02-01,35,35,28,3723,22337,1714,12053,3580,12053,133,798,61,430,128,430,133,798,61,430,128,430,565273,3391635,279667,1713633,1926171,1713633,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-03-01,36,36,31,9940,59641,4325,33691,8575,33691,321,1924,140,1087,277,1087,321,1924,140,1087,277,1087,575213,3451276,283992,1747324,1934747,1747324,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-04-01,37,37,30,8592,51554,3834,28550,7202,28550,286,1718,128,952,240,952,286,1718,128,952,240,952,583805,3502830,287826,1775874,1941949,1775874,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-05-01,38,38,31,8491,50948,3665,28958,6523,28958,274,1643,118,934,210,934,274,1643,118,934,210,934,592296,3553778,291491,1804832,1948471,1804832,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-06-01,39,39,30,7936,47614,3409,27160,5748,27160,265,1587,114,905,192,905,265,1587,114,905,192,905,600232,3601392,294900,1831992,1954220,1831992,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-07-01,40,40,31,8022,48134,3423,27596,5469,27596,259,1553,110,890,176,890,259,1553,110,890,176,890,608254,3649526,298323,1859588,1959688,1859588,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-08-01,41,41,31,7806,46836,3318,26928,5018,26928,252,1511,107,869,162,869,252,1511,107,869,162,869,616060,3696362,301641,1886516,1964706,1886516,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-09-01,42,42,30,7372,44232,3109,25578,4455,25578,246,1474,104,853,148,853,246,1474,104,853,148,853,623432,3740594,304750,1912094,1969161,1912094,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-10-01,43,43,31,7487,44924,3161,25958,4291,25958,242,1449,102,837,138,837,242,1449,102,837,138,837,630920,3785518,307911,1938052,1973452,1938052,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-11-01,44,44,30,7051,42307,2977,24445,3829,24445,235,1410,99,815,128,815,235,1410,99,815,128,815,637971,3827825,310888,1962497,1977281,1962497,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2021-12-01,45,45,31,7100,42600,2852,25488,3476,25488,229,1374,92,822,112,822,229,1374,92,822,112,822,645071,3870425,313740,1987985,1980757,1987985,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-01-01,46,46,31,7416,44495,3225,25145,3720,25145,239,1435,104,811,120,811,239,1435,104,811,120,811,652487,3914920,316965,2013130,1984477,2013130,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-02-01,47,47,28,6304,37825,2619,22111,2867,22111,225,1351,94,790,102,790,225,1351,94,790,102,790,658791,3952745,319584,2035241,1987344,2035241,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-03-01,48,48,31,7377,44260,3011,26194,3129,26194,238,1428,97,845,101,845,238,1428,97,845,101,845,666168,3997005,322595,2061435,1990473,2061435,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-04-01,49,49,30,6647,39884,2679,23810,2638,23810,222,1329,89,794,88,794,222,1329,89,794,88,794,672815,4036889,325274,2085245,1993111,2085245,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-05-01,50,50,31,5046,30274,1869,19060,1743,19060,163,977,60,615,56,615,163,977,60,615,56,615,677861,4067163,327143,2104305,1994854,2104305,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-06-01,51,51,30,7251,43507,2929,25933,2589,25933,242,1450,98,864,86,864,242,1450,98,864,86,864,685112,4110670,330072,2130238,1997443,2130238,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-07-01,52,52,31,6251,37505,2413,23027,2021,23027,202,1210,78,743,65,743,202,1210,78,743,65,743,691363,4148175,332485,2153265,1999464,2153265,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-08-01,53,53,31,5082,30494,1445,21824,1145,21824,164,984,47,704,37,704,164,984,47,704,37,704,696445,4178669,333930,2175089,2000609,2175089,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-09-01,54,54,30,6670,40021,2870,22801,2155,22801,222,1334,96,760,72,760,222,1334,96,760,72,760,703115,4218690,336800,2197890,2002764,2197890,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-10-01,55,55,31,5933,35595,2290,21855,1629,21855,191,1148,74,705,53,705,191,1148,74,705,53,705,709048,4254285,339090,2219745,2004394,2219745,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-11-01,56,56,30,5861,35168,2401,20762,1619,20762,195,1172,80,692,54,692,195,1172,80,692,54,692,714909,4289453,341491,2240507,2006012,2240507,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2022-12-01,57,57,31,4581,27484,1643,17626,1049,17626,148,887,53,569,34,569,148,887,53,569,34,569,719490,4316937,343134,2258133,2007062,2258133,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-01-01,58,58,31,6497,38983,2634,23179,1593,23179,210,1258,85,748,51,748,210,1258,85,748,51,748,725987,4355920,345768,2281312,2008654,2281312,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-02-01,59,59,28,5417,32502,2108,19854,1210,19854,193,1161,75,709,43,709,193,1161,75,709,43,709,731404,4388422,347876,2301166,2009864,2301166,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-03-01,60,60,31,5758,34546,2310,20686,1258,20686,186,1114,75,667,41,667,186,1114,75,667,41,667,737161,4422968,350186,2321852,2011122,2321852,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-04-01,61,61,30,5653,33920,2253,20402,1163,20402,188,1131,75,680,39,680,188,1131,75,680,39,680,742815,4456888,352439,2342254,2012285,2342254,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-05-01,62,62,31,5594,33563,2206,20327,1079,20327,180,1083,71,656,35,656,180,1083,71,656,35,656,748409,4490451,354645,2362581,2013363,2362581,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-06-01,63,63,30,5862,35173,2418,20665,1120,20665,195,1172,81,689,37,689,195,1172,81,689,37,689,754271,4525624,357063,2383246,2014483,2383246,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-07-01,64,64,31,5512,33072,2157,20130,947,20130,178,1067,70,649,31,649,178,1067,70,649,31,649,759783,4558696,359220,2403376,2015430,2403376,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-08-01,65,65,31,5392,32351,1992,20399,828,20399,174,1044,64,658,27,658,174,1044,64,658,27,658,765175,4591047,361212,2423775,2016257,2423775,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-09-01,66,66,30,4254,25524,1643,15666,647,15666,142,851,55,522,22,522,142,851,55,522,22,522,769429,4616571,362855,2439441,2016904,2439441,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-10-01,67,67,31,4286,25717,2014,13633,751,13633,138,830,65,440,24,440,138,830,65,440,24,440,773715,4642288,364869,2453074,2017655,2453074,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-11-01,68,68,30,12348,74085,6486,35169,2292,35169,412,2470,216,1172,76,1172,412,2470,216,1172,76,1172,786062,4716373,371355,2488243,2019947,2488243,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2023-12-01,69,69,31,6816,40898,3232,21506,1082,21506,220,1319,104,694,35,694,220,1319,104,694,35,694,792879,4757271,374587,2509749,2021029,2509749,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-01-01,70,70,31,3628,21769,1582,12277,501,12277,117,702,51,396,16,396,117,702,51,396,16,396,796507,4779040,376169,2522026,2021530,2522026,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-02-01,71,71,29,4923,29535,2363,15357,710,15357,170,1018,81,530,24,530,170,1018,81,530,24,530,801429,4808575,378532,2537383,2022240,2537383,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-03-01,72,72,31,4674,28044,2173,15006,619,15006,151,905,70,484,20,484,151,905,70,484,20,484,806103,4836619,380705,2552389,2022859,2552389,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-04-01,73,73,30,4367,26203,1965,14413,531,14413,146,873,66,480,18,480,146,873,66,480,18,480,810470,4862822,382670,2566802,2023390,2566802,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-05-01,74,74,31,4603,27620,1998,15632,511,15632,148,891,64,504,16,504,148,891,64,504,16,504,815074,4890442,384668,2582434,2023901,2582434,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-06-01,75,75,30,4167,24999,1780,14319,431,14319,139,833,59,477,14,477,139,833,59,477,14,477,819240,4915441,386448,2596753,2024332,2596753,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-07-01,76,76,31,4341,26045,1831,15059,420,15059,140,840,59,486,14,486,140,840,59,486,14,486,823581,4941486,388279,2611812,2024753,2611812,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-08-01,77,77,31,4328,25968,1725,15618,375,15618,140,838,56,504,12,504,140,838,56,504,12,504,827909,4967454,390004,2627430,2025128,2627430,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-09-01,78,78,30,4320,25918,1644,16054,339,16054,144,864,55,535,11,535,144,864,55,535,11,535,832229,4993372,391648,2643484,2025466,2643484,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-10-01,79,79,31,4119,24712,1645,14842,321,14842,133,797,53,479,10,479,133,797,53,479,10,479,836347,5018084,393293,2658326,2025787,2658326,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
840420004729178,840421006232386,42-109-33280,4210933280,TYSON FEE 44 2H,5784216,2024-11-01,80,80,30,4278,25667,1827,14705,338,14705,143,856,61,490,11,490,143,856,61,490,11,490,840625,5043751,395120,2673031,2026125,2673031,REPORTED,"CAPITAN ENERGY, INCORPORATED",,,,,,,,,,,1
